step,t,learning_rate,epoch,L_task_batch_t,L_reg_batch_t,L_full_batch_t,weights_norm_sq_t,grad_L_task_norm_sq_t,curvature_task_sq_t,lambda_measured_task_t,lambda_rayleigh_task_t,batch_size,L_task_test_t
318,0.3180000000000002,0.001,318,2.232640266418457,0.002298806953430176,2.234939073371887,45.976139068603516,0.2091137170791626,1.1955175004703067,1049.4888631754818,,6000,
319,0.31900000000000023,0.001,319,2.232431411743164,0.002298819351196289,2.2347302310943604,45.97638702392578,0.2092035710811615,1.1954575055677568,1049.9925096800732,,6000,
320,0.32000000000000023,0.001,320,2.232222080230713,0.002298832702636719,2.2345209129333496,45.976654052734375,0.20931924879550934,1.1953973626271082,1050.6259525392861,,6000,
321,0.32100000000000023,0.001,321,2.2320127487182617,0.002298845100402832,2.2343115938186644,45.97690200805664,0.20937302708625793,1.1953372086087242,1050.9487644743422,,6000,
322,0.32200000000000023,0.001,322,2.2318034172058105,0.002298858451843262,2.2341022756576536,45.977169036865234,0.20936138927936554,1.1952770435109201,1050.9432457486303,,6000,
323,0.32300000000000023,0.001,323,2.2315938472747803,0.0022988712310791017,2.2338927185058592,45.97742462158203,0.20943737030029297,1.1952167987879028,1051.3776438518348,,6000,
324,0.32400000000000023,0.001,324,2.231384515762329,0.0022988845825195315,2.2336834003448485,45.977691650390625,0.20949994027614594,1.1951566115135774,1051.7447082227814,,6000,
325,0.32500000000000023,0.001,325,2.231175184249878,0.002298897361755371,2.233474081611633,45.97794723510742,0.20957781374454498,1.195096413154773,1052.1886507447994,,6000,
326,0.32600000000000023,0.001,326,2.2309653759002686,0.0022989103317260745,2.2332642862319947,45.978206634521484,0.20964980125427246,1.195036066545792,1052.6032165385143,,6000,
327,0.32700000000000023,0.001,327,2.2307558059692383,0.0022989234924316406,2.23305472946167,45.97846984863281,0.209676593542099,1.194975777393056,1052.79084735689,,6000,
328,0.32800000000000024,0.001,328,2.230546236038208,0.002298936653137207,2.2328451726913454,45.97873306274414,0.2097257673740387,1.1949154771255026,1053.0908908062177,,6000,
329,0.32900000000000024,0.001,329,2.2303364276885986,0.002298950004577637,2.2326353776931764,45.979000091552734,0.20978263020515442,1.1948550971214744,1053.429645371435,,6000,
330,0.33000000000000024,0.001,330,2.2301266193389893,0.00229896297454834,2.2324255823135375,45.9792594909668,0.20984935760498047,1.1947947059739312,1053.8179817289504,,6000,
331,0.33100000000000024,0.001,331,2.22991681098938,0.0022989763259887697,2.2322157873153685,45.97952651977539,0.20989683270454407,1.194734303681175,1054.1096814136015,,6000,
332,0.33200000000000024,0.001,332,2.2297067642211914,0.0022989898681640628,2.2320057540893554,45.97979736328125,0.2099590301513672,1.194673821583531,1054.4754209466216,,6000,
333,0.33300000000000024,0.001,333,2.229496955871582,0.002299003219604492,2.2317959590911864,45.980064392089844,0.21005302667617798,1.1946133969825856,1055.0008590565305,,6000,
334,0.33400000000000024,0.001,334,2.2292866706848145,0.0022990163803100587,2.2315856870651247,45.98032760620117,0.21007438004016876,1.1945528238646506,1055.1616094826027,,6000,
335,0.33500000000000024,0.001,335,2.229076862335205,0.0022990297317504885,2.2313758920669557,45.980594635009766,0.21012839674949646,1.1944923769360427,1055.486334480379,,6000,
336,0.33600000000000024,0.001,336,2.2288668155670166,0.0022990434646606448,2.231165859031677,45.98086929321289,0.21014676988124847,1.1944318501450144,1055.6321142427748,,6000,
337,0.33700000000000024,0.001,337,2.228656530380249,0.002299057197570801,2.23095558757782,45.981143951416016,0.21018502116203308,1.1943712434517915,1055.8778385584103,,6000,
338,0.33800000000000024,0.001,338,2.2284462451934814,0.002299070358276367,2.230745315551758,45.981407165527344,0.2102472484111786,1.194310625550686,1056.2440486413766,,6000,
339,0.33900000000000025,0.001,339,2.228236198425293,0.0022990840911865235,2.2305352825164797,45.98168182373047,0.21029452979564667,1.194250065186823,1056.5351558733178,,6000,
340,0.34000000000000025,0.001,340,2.2280259132385254,0.0022990974426269533,2.2303250106811525,45.98194885253906,0.21023985743522644,1.1941894248775335,1056.3141142710435,,6000,
341,0.34100000000000025,0.001,341,2.227815628051758,0.0022991111755371095,2.230114739227295,45.98222351074219,0.21029368042945862,1.1941287733552322,1056.6382041289276,,6000,
342,0.34200000000000025,0.001,342,2.2276053428649902,0.002299124908447266,2.2299044677734376,45.98249816894531,0.21041609346866608,1.194068110618209,1057.3069907698648,,6000,
343,0.34300000000000025,0.001,343,2.2273948192596436,0.002299138641357422,2.229693957901001,45.98277282714844,0.21048234403133392,1.1940073678670564,1057.6936945070988,,6000,
344,0.34400000000000025,0.001,344,2.227184295654297,0.0022991523742675784,2.2294834480285646,45.98304748535156,0.21053557097911835,1.193946613872307,1058.0149993287819,,6000,
345,0.34500000000000025,0.001,345,2.22697377204895,0.002299166488647461,2.229272938537598,45.98332977294922,0.21060654520988464,1.1938858486322441,1058.4255376734513,,6000,
346,0.34600000000000025,0.001,346,2.2267632484436035,0.0022991802215576174,2.229062428665161,45.983604431152344,0.2106287181377411,1.1938250721451513,1058.5908591747104,,6000,
347,0.34700000000000025,0.001,347,2.2265524864196777,0.0022991943359375,2.228851680755615,45.98388671875,0.21069453656673431,1.1937642155606514,1058.9756359941564,,6000,
348,0.34800000000000025,0.001,348,2.226341962814331,0.0022992080688476564,2.228641170883179,45.984161376953125,0.21071699261665344,1.1937034165616065,1059.1424454004405,,6000,
349,0.34900000000000025,0.001,349,2.2261312007904053,0.002299221992492676,2.228430422782898,45.984439849853516,0.21076315641403198,1.1936425374362187,1059.4285129954692,,6000,
350,0.35000000000000026,0.001,350,2.2259204387664795,0.0022992361068725586,2.228219674873352,45.98472213745117,0.21082918345928192,1.1935816470314253,1059.8144700882674,,6000,
351,0.35100000000000026,0.001,351,2.2257096767425537,0.0022992504119873046,2.228008927154541,45.985008239746094,0.210910364985466,1.193520745345504,1060.2766603327589,,6000,
352,0.35200000000000026,0.001,352,2.225498676300049,0.0022992645263671878,2.227797940826416,45.98529052734375,0.21094121038913727,1.1934597634642685,1060.4859091864275,,6000,
353,0.35300000000000026,0.001,353,2.225287675857544,0.0022992784500122073,2.227586954307556,45.98556900024414,0.2109575718641281,1.193398770272912,1060.6223692482204,,6000,
354,0.35400000000000026,0.001,354,2.225076913833618,0.0022992929458618165,2.22737620677948,45.98585891723633,0.21102222800254822,1.1933378347077324,1061.001613449544,,6000,
355,0.35500000000000026,0.001,355,2.2248659133911133,0.002299307060241699,2.227165220451355,45.986141204833984,0.21106389164924622,1.1932768189037315,1061.2653575713548,,6000,
356,0.35600000000000026,0.001,356,2.2246546745300293,0.002299321746826172,2.2269539962768556,45.98643493652344,0.21114958822727203,1.1932157228208278,1061.750616534466,,6000,
357,0.35700000000000026,0.001,357,2.2244436740875244,0.0022993356704711916,2.2267430097579957,45.98671340942383,0.21120603382587433,1.1931546843716976,1062.0887798991116,,6000,
358,0.35800000000000026,0.001,358,2.2242324352264404,0.0022993499755859376,2.2265317852020265,45.98699951171875,0.21124759316444397,1.1930935656146096,1062.3521872182187,,6000,
359,0.35900000000000026,0.001,359,2.2240211963653564,0.0022993646621704104,2.226320561027527,45.9872932434082,0.21134915947914124,1.1930324355114268,1062.9174187801884,,6000,
360,0.36000000000000026,0.001,360,2.2238099575042725,0.0022993791580200196,2.2261093366622924,45.98758316040039,0.21139511466026306,1.1929712940604134,1063.2030244789332,,6000,
361,0.36100000000000027,0.001,361,2.2235984802246094,0.0022993932723999024,2.225897873497009,45.98786544799805,0.21146732568740845,1.1929100722322017,1063.6207905850226,,6000,
362,0.36200000000000027,0.001,362,2.2233870029449463,0.0022994079589843753,2.2256864109039305,45.9881591796875,0.21154437959194183,1.1928488390270486,1064.0629692752457,,6000,
363,0.36300000000000027,0.001,363,2.223175525665283,0.0022994224548339845,2.2254749481201173,45.98844909667969,0.21161304414272308,1.192787594443213,1064.4630031124843,,6000,
364,0.36400000000000027,0.001,364,2.222963809967041,0.0022994373321533206,2.2252632472991944,45.988746643066406,0.21169985830783844,1.192726269412818,1064.9544513447772,,6000,
365,0.36500000000000027,0.001,365,2.2227518558502197,0.0022994518280029298,2.2250513076782226,45.989036560058594,0.21169057488441467,1.1926648638955797,1064.9625789744837,,6000,
366,0.36600000000000027,0.001,366,2.2225403785705566,0.002299466896057129,2.224839845466614,45.98933792114258,0.21176962554454803,1.1926035851267407,1065.4150038734429,,6000,
367,0.36700000000000027,0.001,367,2.2223286628723145,0.002299481201171875,2.2246281440734865,45.9896240234375,0.21187327802181244,1.1925422258675629,1065.9913255533238,,6000,
368,0.36800000000000027,0.001,368,2.222116708755493,0.0022994962692260744,2.224416205024719,45.989925384521484,0.2119818776845932,1.1924807860777435,1066.5926704706155,,6000,
369,0.36900000000000027,0.001,369,2.2219045162200928,0.00229951114654541,2.224204027366638,45.9902229309082,0.2120477855205536,1.1924192657169252,1066.9793332786996,,6000,
370,0.3700000000000003,0.001,370,2.2216928005218506,0.002299525833129883,2.2239923263549803,45.990516662597656,0.2120731621980667,1.192357872174662,1067.1619677972049,,6000,
371,0.3710000000000003,0.001,371,2.22148060798645,0.002299540710449219,2.2237801486968993,45.990814208984375,0.21210671961307526,1.1922963289017097,1067.3859231377078,,6000,
372,0.3720000000000003,0.001,372,2.221268653869629,0.002299555969238281,2.2235682098388674,45.991119384765625,0.2121437042951584,1.1922348433262384,1067.6270978792802,,6000,
373,0.3730000000000003,0.001,373,2.2210564613342285,0.002299570655822754,2.2233560319900514,45.99141311645508,0.21228694915771484,1.1921732771212357,1068.4031586599308,,6000,
374,0.3740000000000003,0.001,374,2.220844030380249,0.0022995857238769534,2.223143616104126,45.99171447753906,0.21231839060783386,1.1921116302462647,1068.6166557940892,,6000,
375,0.3750000000000003,0.001,375,2.2206318378448486,0.0022996007919311523,2.2229314386367798,45.99201583862305,0.21241208910942078,1.1920500410763868,1069.1434845350223,,6000,
376,0.3760000000000003,0.001,376,2.22041916847229,0.002299615478515625,2.2227187839508056,45.9923095703125,0.21251805126667023,1.1919883019865254,1069.7322326695414,,6000,
377,0.3770000000000003,0.001,377,2.2202067375183105,0.0022996311187744142,2.222506368637085,45.99262237548828,0.2125891149044037,1.1919266205982249,1070.1453154777553,,6000,
378,0.3780000000000003,0.001,378,2.219994068145752,0.0022996461868286136,2.2222937143325807,45.992923736572266,0.2126254290342331,1.1918648584554197,1070.3835801138496,,6000,
379,0.3790000000000003,0.001,379,2.2197816371917725,0.0022996618270874026,2.2220812990188596,45.99323654174805,0.21262285113334656,1.191803154036482,1070.426020001142,,6000,
380,0.3800000000000003,0.001,380,2.219568967819214,0.0022996767044067383,2.2218686445236204,45.993534088134766,0.21265806257724762,1.1917413688336507,1070.658792949554,,6000,
381,0.3810000000000003,0.001,381,2.2193565368652344,0.002299691963195801,2.2216562288284303,45.993839263916016,0.21265865862369537,1.191679641377002,1070.7172527238884,,6000,
382,0.3820000000000003,0.001,382,2.2191436290740967,0.002299707794189453,2.221443336868286,45.99415588378906,0.21269461512565613,1.1916177638088028,1070.9538994072097,,6000,
383,0.3830000000000003,0.001,383,2.218930959701538,0.0022997228622436525,2.2212306825637818,45.99445724487305,0.21280469000339508,1.1915559439832408,1071.563736866667,,6000,
384,0.3840000000000003,0.001,384,2.2187180519104004,0.002299738121032715,2.221017790031433,45.9947624206543,0.21289154887199402,1.1914940432890644,1072.05680164871,,6000,
385,0.3850000000000003,0.001,385,2.218505382537842,0.002299753570556641,2.2208051361083982,45.99507141113281,0.21289154887199402,1.191432200359872,1072.1124482334294,,6000,
386,0.3860000000000003,0.001,386,2.218292236328125,0.002299769401550293,2.2205920057296753,45.99538803100586,0.2129986584186554,1.1913702071825307,1072.7076628298882,,6000,
387,0.3870000000000003,0.001,387,2.2180793285369873,0.002299784851074219,2.2203791133880615,45.995697021484375,0.21305693686008453,1.191308271766616,1073.056950460713,,6000,
388,0.3880000000000003,0.001,388,2.2178661823272705,0.0022998003005981447,2.2201659826278686,45.99600601196289,0.21310144662857056,1.1912462553972059,1073.3369981046342,,6000,
389,0.3890000000000003,0.001,389,2.217653274536133,0.002299816131591797,2.2199530906677247,45.99632263183594,0.21312113106250763,1.191184296811602,1073.4919775199903,,6000,
390,0.3900000000000003,0.001,390,2.217440128326416,0.0022998319625854493,2.2197399602890013,45.996639251708984,0.21312177181243896,1.1911222572429898,1073.5511179468892,,6000,
391,0.3910000000000003,0.001,391,2.217226982116699,0.002299847412109375,2.2195268295288084,45.9969482421875,0.21322953701019287,1.191060206065609,1074.1499174817393,,6000,
392,0.3920000000000003,0.001,392,2.2170135974884033,0.0022998632431030274,2.2193134607315064,45.99726486206055,0.21326428651809692,1.190998073849709,1074.3810147169486,,6000,
393,0.3930000000000003,0.001,393,2.2168004512786865,0.002299879264831543,2.219100330543518,45.99758529663086,0.2133239507675171,1.190935999436443,1074.737605724219,,6000,
394,0.3940000000000003,0.001,394,2.2165873050689697,0.0022998950958251956,2.218887200164795,45.997901916503906,0.2134251892566681,1.1908739134090491,1075.3037085800675,,6000,
395,0.3950000000000003,0.001,395,2.2163736820220947,0.002299910926818848,2.2186735929489134,45.99821853637695,0.21350254118442535,1.1908116768318155,1075.7496521320024,,6000,
396,0.3960000000000003,0.001,396,2.2161600589752197,0.0022999267578125,2.2184599857330323,45.99853515625,0.21358898282051086,1.1907494285848395,1076.241454464622,,6000,
397,0.3970000000000003,0.001,397,2.215946674346924,0.0022999427795410156,2.2182466171264648,45.99885559082031,0.21366021037101746,1.1906872381593452,1076.6565905315806,,6000,
398,0.3980000000000003,0.001,398,2.215733051300049,0.002299958992004395,2.218033010292053,45.99917984008789,0.21376003324985504,1.1906249665805193,1077.2159458260392,,6000,
399,0.3990000000000003,0.001,399,2.2155191898345947,0.002299974632263184,2.217819164466858,45.99949264526367,0.21379943192005157,1.190562613807475,1077.4709172311952,,6000,
400,0.4000000000000003,0.001,400,2.2153053283691406,0.002299991035461426,2.217605319404602,45.999820709228516,0.21384963393211365,1.1905002493314165,1077.780373681793,,6000,2.236085205078125
401,0.4010000000000003,0.001,401,2.2150914669036865,0.002300007247924805,2.2173914741516114,46.000144958496094,0.21391718089580536,1.1904378731505396,1078.177294526082,,6000,
402,0.4020000000000003,0.001,402,2.2148776054382324,0.0023000230789184573,2.2171776285171507,46.00046157836914,0.21402721107006073,1.19037548526304,1078.7884010704404,,6000,
403,0.4030000000000003,0.001,403,2.214663505554199,0.0023000394821166992,2.216963545036316,46.000789642333984,0.21417933702468872,1.190313016095811,1079.6118371982027,,6000,
404,0.4040000000000003,0.001,404,2.214449644088745,0.0023000558853149417,2.21674969997406,46.00111770629883,0.21422134339809418,1.190250604776596,1079.8801993718077,,6000,
405,0.4050000000000003,0.001,405,2.214235305786133,0.002300072479248047,2.2165353782653807,46.00144958496094,0.21428364515304565,1.190188042550468,1080.251040132388,,6000,
406,0.4060000000000003,0.001,406,2.2140209674835205,0.002300088500976563,2.2163210559844972,46.00177001953125,0.214323028922081,1.1901254685581981,1080.5063898769952,,6000,
407,0.4070000000000003,0.001,407,2.213806629180908,0.002300105094909668,2.216106734275818,46.00210189819336,0.21440912783145905,1.19006288279797,1080.9973032384273,,6000,
408,0.4080000000000003,0.001,408,2.213592290878296,0.0023001214981079104,2.215892412376404,46.0024299621582,0.21446609497070312,1.1900002852679665,1081.34139609425,,6000,
409,0.4090000000000003,0.001,409,2.2133777141571045,0.0023001380920410156,2.2156778522491454,46.00276184082031,0.21452312171459198,1.1899376063165432,1081.6858997102336,,6000,
410,0.4100000000000003,0.001,410,2.213163375854492,0.002300153923034668,2.215463529777527,46.00307846069336,0.2146420031785965,1.1898749852284398,1082.3422923075645,,6000,
411,0.4110000000000003,0.001,411,2.2129485607147217,0.0023001707077026368,2.2152487314224243,46.003414154052734,0.21471193432807922,1.1898122130130164,1082.7520442962386,,6000,
412,0.4120000000000003,0.001,412,2.2127339839935303,0.002300187110900879,2.2150341711044312,46.00374221801758,0.21476507186889648,1.1897494986572663,1083.0770953613874,,6000,
413,0.4130000000000003,0.001,413,2.2125191688537598,0.002300204086303711,2.2148193729400636,46.00408172607422,0.21482981741428375,1.1896867027941262,1083.4607980894266,,6000,
414,0.4140000000000003,0.001,414,2.2123043537139893,0.0023002208709716797,2.214604574584961,46.004417419433594,0.21491722762584686,1.189623895097819,1083.9588638634812,,6000,
415,0.4150000000000003,0.001,415,2.2120893001556396,0.0023002376556396486,2.2143895378112792,46.00475311279297,0.21500363945960999,1.1895610058379291,1084.4520208940155,,6000,
416,0.4160000000000003,0.001,416,2.21187424659729,0.0023002540588378906,2.214174500656128,46.00508117675781,0.21511682868003845,1.1894981047149211,1085.0803098921829,,6000,
417,0.4170000000000003,0.001,417,2.2116591930389404,0.0023002710342407227,2.2139594640731812,46.00542068481445,0.21518853306770325,1.1894351917269583,1085.4994096245018,,6000,
418,0.4180000000000003,0.001,418,2.2114439010620117,0.0023002876281738283,2.2137441886901854,46.00575256347656,0.21524666249752045,1.189372197104139,1085.8501469343184,,6000,
419,0.4190000000000003,0.001,419,2.211228847503662,0.0023003047943115237,2.2135291522979736,46.00609588623047,0.21535004675388336,1.1893092603676,1086.4291766499225,,6000,
420,0.4200000000000003,0.001,420,2.2110133171081543,0.0023003217697143558,2.2133136388778687,46.00643539428711,0.21539632976055145,1.1892461721717793,1086.7203181349678,,6000,
421,0.4210000000000003,0.001,421,2.2107982635498047,0.002300338554382324,2.213098602104187,46.006771087646484,0.21550484001636505,1.1891832116661467,1087.3253401269824,,6000,
422,0.4220000000000003,0.001,422,2.2105824947357178,0.0023003557205200195,2.212882850456238,46.00711441040039,0.21554385125637054,1.1891200298240525,1087.5799541696226,,6000,
423,0.4230000000000003,0.001,423,2.21036696434021,0.002300372886657715,2.2126673372268675,46.0074577331543,0.21555723249912262,1.1890569058608431,1087.705212946383,,6000,
424,0.4240000000000003,0.001,424,2.210151433944702,0.0023003900527954102,2.2124518239974975,46.0078010559082,0.21560139954090118,1.188993769967076,1087.9858498175545,,6000,
425,0.4250000000000003,0.001,425,2.2099359035491943,0.0023004072189331056,2.2122363107681275,46.00814437866211,0.21565964818000793,1.1889306221409024,1088.337590926898,,6000,
426,0.4260000000000003,0.001,426,2.2097201347351074,0.002300424385070801,2.212020559120178,46.008487701416016,0.21569621562957764,1.1888673925068725,1088.5800232509823,,6000,
427,0.4270000000000003,0.001,427,2.2095046043395996,0.002300441360473633,2.211805045700073,46.008827209472656,0.21575801074504852,1.1888042207971334,1088.9497545712388,,6000,
428,0.4280000000000003,0.001,428,2.2092888355255127,0.0023004585266113283,2.211589294052124,46.00917053222656,0.21577928960323334,1.1887409672494118,1089.115100167791,,6000,
429,0.4290000000000003,0.001,429,2.2090728282928467,0.002300475883483887,2.2113733041763304,46.009517669677734,0.2157956212759018,1.1886776318221879,1089.2555668525388,,6000,
430,0.4300000000000003,0.001,430,2.2088570594787598,0.0023004930496215823,2.2111575525283813,46.00986099243164,0.21591733396053314,1.1886143543269097,1089.9279476536515,,6000,
431,0.4310000000000003,0.001,431,2.208641290664673,0.002300510597229004,2.2109418012619018,46.01021194458008,0.2160443514585495,1.18855106486168,1090.6271905971096,,6000,
432,0.43200000000000033,0.001,432,2.2084250450134277,0.0023005279541015626,2.2107255729675295,46.01055908203125,0.21614287793636322,1.1884876235187054,1091.1828124710532,,6000,
433,0.43300000000000033,0.001,433,2.2082090377807617,0.0023005455017089844,2.210509583282471,46.01091003417969,0.21617171168327332,1.1884242401153204,1091.3865826009917,,6000,
434,0.43400000000000033,0.001,434,2.2079927921295166,0.002300562858581543,2.210293354988098,46.01125717163086,0.21626798808574677,1.1883607747304452,1091.9309658372188,,6000,
435,0.43500000000000033,0.001,435,2.2077767848968506,0.002300580596923828,2.2100773654937744,46.01161193847656,0.2162984311580658,1.1882973673079378,1092.1429455730527,,6000,
436,0.43600000000000033,0.001,436,2.2075603008270264,0.0023005979537963866,2.2098608987808226,46.011959075927734,0.21632543206214905,1.188233807867679,1092.3377064166427,,6000,
437,0.43700000000000033,0.001,437,2.2073440551757812,0.002300615692138672,2.20964467086792,46.01231384277344,0.21639767289161682,1.1881703063860511,1092.760886525504,,6000,
438,0.43800000000000033,0.001,438,2.207127571105957,0.002300633239746094,2.209428204345703,46.012664794921875,0.21645985543727875,1.1881067228358628,1093.1333925320246,,6000,
439,0.43900000000000033,0.001,439,2.206911087036133,0.0023006507873535157,2.209211737823486,46.01301574707031,0.21654589474201202,1.188043127221257,1093.6264338239798,,6000,
440,0.44000000000000034,0.001,440,2.2066946029663086,0.002300669097900391,2.208995272064209,46.01338195800781,0.2166140377521515,1.1879795195403582,1094.0291521319916,,6000,
441,0.44100000000000034,0.001,441,2.2064781188964844,0.002300686836242676,2.208778805732727,46.013736724853516,0.21668478846549988,1.1879158997912915,1094.4450958366826,,6000,
442,0.44200000000000034,0.001,442,2.206261396408081,0.0023007043838500977,2.208562100791931,46.01408767700195,0.21677923202514648,1.1878521978864311,1094.9808355494029,,6000,
443,0.44300000000000034,0.001,443,2.2060444355010986,0.002300722694396973,2.208345158195496,46.01445388793945,0.21686522662639618,1.18778841378397,1095.4740294301544,,6000,
444,0.44400000000000034,0.001,444,2.2058277130126953,0.0023007402420043947,2.2081284532547,46.01480484008789,0.21695542335510254,1.1877246876668646,1095.988450562314,,6000,
445,0.44500000000000034,0.001,445,2.205610752105713,0.0023007585525512695,2.2079115106582643,46.01517105102539,0.21695639193058014,1.1876608793217507,1096.0522269007274,,6000,
446,0.44600000000000034,0.001,446,2.2053937911987305,0.002300776290893555,2.2076945674896242,46.015525817871094,0.2170344889163971,1.187597058845816,1096.505690881343,,6000,
447,0.44700000000000034,0.001,447,2.205176830291748,0.002300794219970703,2.2074776245117187,46.01588439941406,0.21708843111991882,1.1875332262371723,1096.83717300839,,6000,
448,0.44800000000000034,0.001,448,2.2049596309661865,0.0023008121490478515,2.2072604431152345,46.01624298095703,0.21716760098934174,1.187469311328198,1097.2962362106216,,6000,
449,0.44900000000000034,0.001,449,2.204742431640625,0.0023008304595947267,2.20704326210022,46.01660919189453,0.21721456944942474,1.1874053842560481,1097.5926452557771,,6000,
450,0.45000000000000034,0.001,450,2.2045254707336426,0.0023008485794067386,2.2068263193130493,46.016971588134766,0.21731117367744446,1.1873415152112692,1098.139857286691,,6000,
451,0.45100000000000035,0.001,451,2.204308032989502,0.00230086669921875,2.2066088996887205,46.017333984375,0.21738867461681366,1.1872774936146435,1098.5907293920548,,6000,
452,0.45200000000000035,0.001,452,2.2040905952453613,0.0023008850097656253,2.2063914802551268,46.0177001953125,0.21748822927474976,1.1872134598224284,1099.1531176235796,,6000,
453,0.45300000000000035,0.001,453,2.2038731575012207,0.0023009035110473633,2.206174061012268,46.018070220947266,0.21756337583065033,1.187149413832723,1099.5922162564775,,6000,
454,0.45400000000000035,0.001,454,2.203655481338501,0.002300921440124512,2.2059564027786256,46.018428802490234,0.21766801178455353,1.187085285397687,1100.1804897866236,,6000,
455,0.45500000000000035,0.001,455,2.2034378051757812,0.00230093994140625,2.2057387451171877,46.018798828125,0.21776367723941803,1.1870211447345846,1100.7234953077918,,6000,
456,0.45600000000000035,0.001,456,2.2032201290130615,0.002300958824157715,2.2055210878372193,46.0191764831543,0.21787351369857788,1.186956991841508,1101.3382044814819,,6000,
457,0.45700000000000035,0.001,457,2.2030022144317627,0.0023009767532348635,2.2053031911849974,46.019535064697266,0.21786966919898987,1.1868927564304064,1101.3783748461087,,6000,
458,0.45800000000000035,0.001,458,2.202784299850464,0.002300995445251465,2.2050852952957154,46.0199089050293,0.21793732047080994,1.1868285087586994,1101.7800071153497,,6000,
459,0.45900000000000035,0.001,459,2.202566385269165,0.0023010143280029296,2.204867399597168,46.020286560058594,0.21798811852931976,1.1867642488244727,1102.0964883897227,,6000,
460,0.46000000000000035,0.001,460,2.202348470687866,0.002301032829284668,2.204649503517151,46.02065658569336,0.21812237799167633,1.1866999766258122,1102.8349993493978,,6000,
461,0.46100000000000035,0.001,461,2.2021303176879883,0.002301051139831543,2.20443136882782,46.02102279663086,0.21821220219135284,1.1866356218209724,1103.3489885791132,,6000,
462,0.46200000000000035,0.001,462,2.2019121646881104,0.002301070022583008,2.2042132347106933,46.021400451660156,0.21832431852817535,1.1865712547210086,1103.9757671165328,,6000,
463,0.46300000000000036,0.001,463,2.2016937732696533,0.002301088523864746,2.203994861793518,46.02177047729492,0.21840618550777435,1.1865068049572747,1104.449723820871,,6000,
464,0.46400000000000036,0.001,464,2.201475143432617,0.002301107406616211,2.2037762508392333,46.02214813232422,0.2184733748435974,1.186442272487479,1104.849582199473,,6000,
465,0.46500000000000036,0.001,465,2.20125675201416,0.0023011262893676758,2.2035578783035277,46.022525787353516,0.2185676097869873,1.1863777980566272,1105.3862107585808,,6000,
466,0.46600000000000036,0.001,466,2.201038360595703,0.0023011449813842774,2.2033395055770875,46.02289962768555,0.21863678097724915,1.186313311296053,1105.796144553351,,6000,
467,0.46700000000000036,0.001,467,2.200819730758667,0.002301163482666016,2.203120894241333,46.02326965332031,0.2187151461839676,1.1862487417832337,1106.2527030638603,,6000,
468,0.46800000000000036,0.001,468,2.2006008625030518,0.0023011829376220704,2.202902045440674,46.023658752441406,0.21888503432273865,1.1861840894758007,1107.1723331888652,,6000,
469,0.46900000000000036,0.001,469,2.2003822326660156,0.002301201629638672,2.2026834342956545,46.02403259277344,0.21901202201843262,1.1861194952265184,1107.8749969113708,,6000,
470,0.47000000000000036,0.001,470,2.2001631259918213,0.002301220512390137,2.2024643465042115,46.024410247802734,0.21912957727909088,1.1860547476906838,1108.530163750444,,6000,
471,0.47100000000000036,0.001,471,2.199943780899048,0.0023012397766113283,2.202245020675659,46.02479553222656,0.21918927133083344,1.1859899172598987,1108.8927560391737,,6000,
472,0.47200000000000036,0.001,472,2.1997246742248535,0.0023012588500976564,2.202025933074951,46.025177001953125,0.21922233700752258,1.1859251448679333,1109.1206116483966,,6000,
473,0.47300000000000036,0.001,473,2.199505567550659,0.0023012779235839845,2.201806845474243,46.02555847167969,0.21931441128253937,1.1858603600517394,1109.6470647166448,,6000,
474,0.47400000000000037,0.001,474,2.1992862224578857,0.002301297187805176,2.201587519645691,46.025943756103516,0.21941448748111725,1.1857954922941762,1110.2141418497692,,6000,
475,0.47500000000000037,0.001,475,2.199066638946533,0.002301316261291504,2.2013679552078247,46.02632522583008,0.21954914927482605,1.185730541552679,1110.9563678135485,,6000,
476,0.47600000000000037,0.001,476,2.1988470554351807,0.0023013357162475585,2.201148391151428,46.02671432495117,0.21961846947669983,1.1856655783269439,1111.3680290184186,,6000,
477,0.47700000000000037,0.001,477,2.1986277103424072,0.0023013551712036135,2.200929065513611,46.027103424072266,0.21973107755184174,1.1856006731708733,1111.9987489422078,,6000,
478,0.47800000000000037,0.001,478,2.1984078884124756,0.002301374435424805,2.2007092628479006,46.027488708496094,0.21979939937591553,1.185535614414921,1112.4055492051484,,6000,
479,0.47900000000000037,0.001,479,2.198188066482544,0.002301393508911133,2.2004894599914553,46.027870178222656,0.2199091762304306,1.1854705431417125,1113.0222214427934,,6000,
480,0.48000000000000037,0.001,480,2.197968006134033,0.002301413345336914,2.20026941947937,46.02826690673828,0.22001047432422638,1.185405388752688,1113.5961237145716,,6000,
481,0.48100000000000037,0.001,481,2.1977479457855225,0.002301432228088379,2.200049378013611,46.02864456176758,0.2200881689786911,1.1853402218152969,1114.0506240898617,,6000,
482,0.4820000000000004,0.001,482,2.1975278854370117,0.0023014520645141603,2.199829337501526,46.0290412902832,0.22020544111728668,1.1852750423275658,1114.7055320671982,,6000,
483,0.4830000000000004,0.001,483,2.197307825088501,0.002301471710205078,2.199609296798706,46.02943420410156,0.220228910446167,1.1852098502875212,1114.885657047525,,6000,
