step,t,learning_rate,epoch,L_task_batch_t,L_reg_batch_t,L_full_batch_t,weights_norm_sq_t,grad_L_task_norm_sq_t,curvature_task_sq_t,lambda_measured_task_t,lambda_rayleigh_task_t,batch_size,L_task_test_t
1010,1.0099999999999996,0.001,1010,2.0691158771514893,0.002317869567871094,2.0714337467193604,46.357391357421875,0.2685936391353607,1.145034363577586,1407.435345238848,,6000,
1011,1.0109999999999995,0.001,1011,2.068847417831421,0.0023179132461547854,2.0711653310775757,46.3582649230957,0.2686440348625183,1.144945482843693,1407.8086977309472,,6000,
1012,1.0119999999999993,0.001,1012,2.0685787200927734,0.002317956352233887,2.0708966764450074,46.359127044677734,0.2687210440635681,1.1448565027347082,1408.3217071572374,,6000,
1013,1.0129999999999992,0.001,1013,2.068309783935547,0.0023179996490478518,2.0706277835845945,46.35999298095703,0.268850713968277,1.1447674231925553,1409.1109260525577,,6000,
1014,1.0139999999999991,0.001,1014,2.0680410861968994,0.0023180427551269533,2.0703591289520262,46.36085510253906,0.2689380347728729,1.1446784021560457,1409.6782166920482,,6000,
1015,1.014999999999999,0.001,1015,2.067772388458252,0.0023180862426757814,2.070090474700928,46.361724853515625,0.26902350783348083,1.1445893606593913,1410.235934808085,,6000,
1016,1.015999999999999,0.001,1016,2.0675032138824463,0.0023181297302246094,2.069821343612671,46.36259460449219,0.2690946161746979,1.1445001406293693,1410.718653263183,,6000,
1017,1.0169999999999988,0.001,1017,2.0672340393066406,0.0023181730270385743,2.0695522123336794,46.363460540771484,0.2692145109176636,1.144410900059214,1411.4572531792587,,6000,
1018,1.0179999999999987,0.001,1018,2.066964864730835,0.0023182167053222656,2.0692830814361574,46.36433410644531,0.2692949175834656,1.1443216389452688,1411.9889465605686,,6000,
1019,1.0189999999999986,0.001,1019,2.0666956901550293,0.0023182607650756837,2.069013950920105,46.36521530151367,0.2694288194179535,1.144232357283878,1412.8012603533268,,6000,
1020,1.0199999999999985,0.001,1020,2.0664262771606445,0.0023183038711547853,2.0687445810317993,46.3660774230957,0.2695740759372711,1.144142975963769,1413.6733691531622,,6000,
1021,1.0209999999999984,0.001,1021,2.0661566257476807,0.002318347930908203,2.068474973678589,46.36695861816406,0.2696770429611206,1.1440534949266143,1414.3239498346313,,6000,
1022,1.0219999999999982,0.001,1022,2.065886974334717,0.002318391227722168,2.068205365562439,46.36782455444336,0.2697749435901642,1.143963993258133,1414.9480849750316,,6000,
1023,1.0229999999999981,0.001,1023,2.065617084503174,0.0023184354782104493,2.0679355199813845,46.368709564208984,0.26985982060432434,1.1438743917922878,1415.5041281140627,,6000,
1024,1.023999999999998,0.001,1024,2.06534743309021,0.002318479347229004,2.067665912437439,46.36958694458008,0.2699495851993561,1.1437848488318771,1416.085824926164,,6000,
1025,1.024999999999998,0.001,1025,2.065077543258667,0.002318522644042969,2.06739606590271,46.370452880859375,0.2700525224208832,1.143695206030229,1416.7368421079773,,6000,
1026,1.0259999999999978,0.001,1026,2.064807653427124,0.00231856689453125,2.067126220321655,46.371337890625,0.27016744017601013,1.1436055425460208,1417.4508436249805,,6000,
1027,1.0269999999999977,0.001,1027,2.064537286758423,0.0023186111450195315,2.0668558979034426,46.372222900390625,0.27023860812187195,1.1435156999046596,1417.9356250783599,,6000,
1028,1.0279999999999976,0.001,1028,2.064267158508301,0.0023186546325683595,2.066585813140869,46.37309265136719,0.2703258693218231,1.14342591575396,1418.5048577121352,,6000,
1029,1.0289999999999975,0.001,1029,2.0639967918395996,0.002318699073791504,2.066315490913391,46.37398147583008,0.27040398120880127,1.1433360316009855,1419.026290093357,,6000,
1030,1.0299999999999974,0.001,1030,2.0637261867523193,0.0023187429428100587,2.0660449296951295,46.37485885620117,0.27047568559646606,1.1432460473870885,1419.5143007822871,,6000,
1031,1.0309999999999973,0.001,1031,2.0634560585021973,0.0023187873840332033,2.0657748458862306,46.37574768066406,0.27063989639282227,1.1431562009797787,1420.4877487128792,,6000,
1032,1.0319999999999971,0.001,1032,2.063185453414917,0.0023188310623168946,2.065504284477234,46.37662124633789,0.27071815729141235,1.1430661751770865,1421.010418313561,,6000,
1033,1.032999999999997,0.001,1033,2.0629146099090576,0.0023188758850097657,2.0652334857940673,46.37751770019531,0.27082937955856323,1.1429760492106813,1421.7063240070156,,6000,
1034,1.033999999999997,0.001,1034,2.0626437664031982,0.0023189199447631835,2.0649626863479615,46.37839889526367,0.2708979547023773,1.1428859023855482,1422.1784736530467,,6000,
1035,1.0349999999999968,0.001,1035,2.062373161315918,0.002318964385986328,2.0646921257019044,46.37928771972656,0.27095553278923035,1.142795814080103,1422.5928872902123,,6000,
1036,1.0359999999999967,0.001,1036,2.0621020793914795,0.002319008827209473,2.064421088218689,46.38017654418945,0.27110177278518677,1.1427055461442017,1423.4731267383324,,6000,
1037,1.0369999999999966,0.001,1037,2.061830997467041,0.0023190530776977542,2.0641500505447388,46.38106155395508,0.27118927240371704,1.1426152573016413,1424.045079062647,,6000,
1038,1.0379999999999965,0.001,1038,2.0615599155426025,0.0023190975189208984,2.0638790130615234,46.38195037841797,0.27128180861473083,1.1425249475486876,1424.6435976567789,,6000,
1039,1.0389999999999964,0.001,1039,2.061288595199585,0.0023191423416137696,2.0636077375411985,46.38284683227539,0.27135762572288513,1.1424345374259035,1425.1545283336725,,6000,
1040,1.0399999999999963,0.001,1040,2.0610172748565674,0.002319186782836914,2.063336461639404,46.38373565673828,0.2714347541332245,1.1423441063484443,1425.6724534652428,,6000,
1041,1.0409999999999962,0.001,1041,2.0607457160949707,0.002319231414794922,2.0630649475097655,46.38462829589844,0.27149051427841187,1.1422535748200124,1426.0783433548436,,6000,
1042,1.041999999999996,0.001,1042,2.060474395751953,0.002319276237487793,2.062793671989441,46.38552474975586,0.2715771794319153,1.14216310180355,1426.6465743977049,,6000,
1043,1.042999999999996,0.001,1043,2.0602028369903564,0.0023193210601806643,2.062522158050537,46.38642120361328,0.27166226506233215,1.142072528291761,1427.2067228619912,,6000,
1044,1.0439999999999958,0.001,1044,2.0599312782287598,0.0023193656921386718,2.0622506439208985,46.38731384277344,0.27174293994903564,1.1419819337734465,1427.7438122919327,,6000,
1045,1.0449999999999957,0.001,1045,2.059659481048584,0.002319410514831543,2.0619788915634154,46.38821029663086,0.27186697721481323,1.1418912386785274,1428.5089578028594,,6000,
1046,1.0459999999999956,0.001,1046,2.059387683868408,0.0023194549560546875,2.0617071388244628,46.38909912109375,0.27193358540534973,1.1418005225326562,1428.9724695632494,,6000,
1047,1.0469999999999955,0.001,1047,2.0591156482696533,0.0023195003509521484,2.0614351486206055,46.39000701904297,0.2720435559749603,1.1417097057287915,1429.6640622914167,,6000,
1048,1.0479999999999954,0.001,1048,2.0588436126708984,0.0023195453643798827,2.0611631580352783,46.390907287597656,0.27210482954978943,1.1416188678294843,1430.099854956664,,6000,
1049,1.0489999999999953,0.001,1049,2.0585715770721436,0.002319590187072754,2.0608911672592165,46.39180374145508,0.2721250653266907,1.141528008830962,1430.3200441242282,,6000,
1050,1.0499999999999952,0.001,1050,2.0582995414733887,0.002319635391235352,2.060619176864624,46.39270782470703,0.2722163796424866,1.1414371287294518,1430.913921358914,,6000,
1051,1.050999999999995,0.001,1051,2.0580272674560547,0.002319680404663086,2.060346947860718,46.39360809326172,0.2723228335380554,1.141346147843904,1431.5876075938688,,6000,
1052,1.051999999999995,0.001,1052,2.0577549934387207,0.002319725608825684,2.0600747190475466,46.39451217651367,0.27241602540016174,1.141255145810799,1432.1917043710248,,6000,
1053,1.0529999999999948,0.001,1053,2.0574827194213867,0.002319770622253418,2.0598024900436402,46.39541244506836,0.27252355217933655,1.1411641226263538,1432.871294019297,,6000,
1054,1.0539999999999947,0.001,1054,2.0572102069854736,0.0023198158264160157,2.05953002281189,46.39631652832031,0.27257218956947327,1.141072998553925,1433.2414661370608,,6000,
1055,1.0549999999999946,0.001,1055,2.0569374561309814,0.0023198617935180667,2.0592573179244997,46.39723587036133,0.2726273238658905,1.140981773534092,1433.6459890403914,,6000,
1056,1.0559999999999945,0.001,1056,2.0566649436950684,0.002319906806945801,2.0589848505020143,46.398136138916016,0.27271589636802673,1.1408906070473592,1434.2263562349028,,6000,
1057,1.0569999999999944,0.001,1057,2.056392192840576,0.002319952201843262,2.0587121450424193,46.399044036865234,0.2727600336074829,1.1407993395685163,1434.5732372740438,,6000,
1058,1.0579999999999943,0.001,1058,2.056119441986084,0.002319997787475586,2.0584394397735597,46.39995574951172,0.272847056388855,1.1407080508451837,1435.1457738201884,,6000,
1059,1.0589999999999942,0.001,1059,2.055846691131592,0.002320042991638184,2.05816673412323,46.40085983276367,0.27295270562171936,1.1406167408735588,1435.8164097048464,,6000,
1060,1.059999999999994,0.001,1060,2.0555737018585205,0.0023200883865356447,2.057893790245056,46.40176773071289,0.2730540931224823,1.140525329805556,1436.464860464086,,6000,
1061,1.060999999999994,0.001,1061,2.055300712585449,0.0023201343536376953,2.057620846939087,46.402687072753906,0.27314653992652893,1.1404338974444763,1437.0664036132482,,6000,
1062,1.0619999999999938,0.001,1062,2.055027723312378,0.0023201797485351565,2.057347903060913,46.403594970703125,0.2732362449169159,1.1403424437865075,1437.653643810546,,6000,
1063,1.0629999999999937,0.001,1063,2.0547544956207275,0.002320225715637207,2.057074721336365,46.40451431274414,0.2733251750469208,1.1402508889277325,1438.237028540008,,6000,
1064,1.0639999999999936,0.001,1064,2.054481029510498,0.0023202713012695315,2.0568013008117676,46.405426025390625,0.2734127938747406,1.140159232808466,1438.8137341199124,,6000,
1065,1.0649999999999935,0.001,1065,2.0542075634002686,0.002320317077636719,2.0565278804779052,46.406341552734375,0.2734937071800232,1.1400675553063595,1439.355269292949,,6000,
1066,1.0659999999999934,0.001,1066,2.053934335708618,0.002320363235473633,2.056254698944092,46.407264709472656,0.273588627576828,1.139975936373617,1439.9705406790013,,6000,
1067,1.0669999999999933,0.001,1067,2.0536606311798096,0.002320408821105957,2.0559810400009155,46.40817642211914,0.2736738920211792,1.139884136138297,1440.5353141328862,,6000,
1068,1.0679999999999932,0.001,1068,2.053386926651001,0.002320454978942871,2.055707381629944,46.40909957885742,0.2737865447998047,1.1397923144713196,1441.2443810526884,,6000,
1069,1.068999999999993,0.001,1069,2.0531132221221924,0.002320500946044922,2.055433723068237,46.41001892089844,0.2738688588142395,1.1397004713688428,1441.7938696751155,,6000,
1070,1.069999999999993,0.001,1070,2.0528392791748047,0.0023205469131469727,2.0551598260879516,46.41093826293945,0.2739510238170624,1.1396085267963,1442.342790750441,,6000,
1071,1.0709999999999928,0.001,1071,2.052565336227417,0.002320593070983887,2.054885929298401,46.411861419677734,0.2740468978881836,1.139516560743197,1442.9640112090124,,6000,
1072,1.0719999999999927,0.001,1072,2.0522913932800293,0.002320639038085938,2.0546120323181154,46.41278076171875,0.274122953414917,1.1394245732056825,1443.4809983623227,,6000,
1073,1.0729999999999926,0.001,1073,2.0520172119140625,0.002320685386657715,2.0543378973007203,46.4137077331543,0.2742040455341339,1.139332484093063,1444.0247216460637,,6000,
1074,1.0739999999999925,0.001,1074,2.051743268966675,0.0023207317352294922,2.054064000701904,46.414634704589844,0.2742871046066284,1.1392404535564626,1444.5788178449773,,6000,
1075,1.0749999999999924,0.001,1075,2.051469087600708,0.0023207778930664064,2.0537898654937745,46.415557861328125,0.2743876576423645,1.1391483213996176,1445.225274818844,,6000,
1076,1.0759999999999923,0.001,1076,2.051194667816162,0.002320824432373047,2.0535154922485352,46.41648864746094,0.2745189070701599,1.139056087562488,1446.0336592780816,,6000,
1077,1.0769999999999922,0.001,1077,2.050920009613037,0.0023208702087402344,2.0532408798217774,46.41740417480469,0.27454954385757446,1.1389637519849627,1446.3122819093855,,6000,
1078,1.077999999999992,0.001,1078,2.050645589828491,0.0023209169387817382,2.052966506767273,46.418338775634766,0.27466580271720886,1.1388714749679902,1447.0419643705386,,6000,
1079,1.078999999999992,0.001,1079,2.050370931625366,0.0023209632873535157,2.0526918949127198,46.41926574707031,0.27484768629074097,1.1387790961653514,1448.1176580229371,,6000,
1080,1.0799999999999919,0.001,1080,2.050096035003662,0.0023210098266601563,2.0524170448303223,46.420196533203125,0.2749253213405609,1.1386866155168471,1448.6443465348345,,6000,
1081,1.0809999999999917,0.001,1081,2.049820899963379,0.00232105655670166,2.0521419565200807,46.4211311340332,0.2750301957130432,1.1385940329622093,1449.3147921960258,,6000,
1082,1.0819999999999916,0.001,1082,2.049546241760254,0.0023211034774780273,2.051867345237732,46.42206954956055,0.2750864028930664,1.1385015892082917,1449.728689888049,,6000,
1083,1.0829999999999915,0.001,1083,2.0492711067199707,0.0023211498260498047,2.0515922565460203,46.422996520996094,0.27518853545188904,1.138408963265942,1450.3849372148838,,6000,
1084,1.0839999999999914,0.001,1084,2.0489959716796875,0.0023211965560913086,2.0513171682357787,46.42393112182617,0.27526846528053284,1.1383163156050724,1450.924289708773,,6000,
1085,1.0849999999999913,0.001,1085,2.048720598220825,0.0023212430953979493,2.051041841316223,46.424861907958984,0.2753655016422272,1.1382235659096014,1451.5540350221333,,6000,
1086,1.0859999999999912,0.001,1086,2.048445224761963,0.002321289825439453,2.0507665145874023,46.42579650878906,0.27547022700309753,1.138130794450134,1452.2244456245594,,6000,
1087,1.086999999999991,0.001,1087,2.0481698513031006,0.0023213369369506835,2.050491188240051,46.42673873901367,0.2755776643753052,1.1380380012227584,1452.9092916715206,,6000,
1088,1.087999999999991,0.001,1088,2.0478944778442383,0.002321383476257324,2.0502158613204955,46.427669525146484,0.27566736936569214,1.1379451862235637,1453.500780369928,,6000,
1089,1.0889999999999909,0.001,1089,2.047618865966797,0.0023214309692382814,2.049940296936035,46.428619384765625,0.2757679522037506,1.1378522690610413,1454.1498560159223,,6000,
1090,1.0899999999999908,0.001,1090,2.0473430156707764,0.002321477508544922,2.0496644931793213,46.42955017089844,0.27582839131355286,1.1377592496746565,1454.5874694972224,,6000,
1091,1.0909999999999906,0.001,1091,2.047067165374756,0.002321524429321289,2.049388689804077,46.43048858642578,0.27591925859451294,1.1376662084292022,1455.1856592918234,,6000,
1092,1.0919999999999905,0.001,1092,2.0467913150787354,0.002321571922302246,2.0491128870010376,46.43143844604492,0.275947242975235,1.1375731453207467,1455.4523062203427,,6000,
1093,1.0929999999999904,0.001,1093,2.046515464782715,0.0023216188430786136,2.0488370836257936,46.432376861572266,0.2760533392429352,1.1374800603453585,1456.1310507321982,,6000,
1094,1.0939999999999903,0.001,1094,2.0462393760681152,0.002321666145324707,2.04856104221344,46.43332290649414,0.2761482000350952,1.1373868730170043,1456.7507674987914,,6000,
1095,1.0949999999999902,0.001,1095,2.0459632873535156,0.0023217132568359375,2.0482850006103517,46.43426513671875,0.2762748897075653,1.1372936637760223,1457.5385329605142,,6000,
1096,1.09599999999999,0.001,1096,2.045686960220337,0.0023217605590820315,2.048008720779419,46.435211181640625,0.2763553559780121,1.1372003520984995,1458.0826789301348,,6000,
1097,1.09699999999999,0.001,1097,2.045410394668579,0.0023218080520629883,2.047732202720642,46.436161041259766,0.2764885127544403,1.1371069379236525,1458.9050696989289,,6000,
1098,1.0979999999999899,0.001,1098,2.0451340675354004,0.0023218553543090823,2.0474559228897093,46.43710708618164,0.2765841782093048,1.1370135823064482,1459.5296793988152,,6000,
1099,1.0989999999999898,0.001,1099,2.0448575019836426,0.0023219030380249024,2.0471794050216676,46.43806076049805,0.2766854166984558,1.1369201241460913,1460.1839345904784,,6000,
1100,1.0999999999999897,0.001,1100,2.0445809364318848,0.0023219505310058597,2.0469028869628905,46.43901062011719,0.27679765224456787,1.1368266439775554,1460.896366447404,,6000,2.089486328125
1101,1.1009999999999895,0.001,1101,2.044304132461548,0.0023219978332519532,2.0466261302947997,46.43995666503906,0.27686622738838196,1.136733061182053,1461.3785954310722,,6000,
1102,1.1019999999999894,0.001,1102,2.044027328491211,0.0023220455169677737,2.046349374008179,46.44091033935547,0.2769872844219208,1.1366394563324702,1462.1379693205083,,6000,
1103,1.1029999999999893,0.001,1103,2.043750286102295,0.0023220930099487305,2.0460723791122435,46.44186019897461,0.277113139629364,1.1365457487719957,1462.9229307950513,,6000,
1104,1.1039999999999892,0.001,1104,2.043473243713379,0.002322140312194824,2.0457953840255736,46.442806243896484,0.27723026275634766,1.1364520191114715,1463.6619483844036,,6000,
1105,1.104999999999989,0.001,1105,2.043196201324463,0.0023221885681152343,2.045518389892578,46.44377136230469,0.27733930945396423,1.1363582673469181,1464.3584726222375,,6000,
1106,1.105999999999989,0.001,1106,2.0429186820983887,0.002322236251831055,2.0452409183502196,46.444725036621094,0.2774059474468231,1.1362643320544785,1464.8314109019634,,6000,
1107,1.1069999999999889,0.001,1107,2.0426411628723145,0.0023222837448120116,2.0449634466171265,46.445674896240234,0.2775140106678009,1.136170374573856,1465.5232184093247,,6000,
1108,1.1079999999999888,0.001,1108,2.0423638820648193,0.002322332000732422,2.044686214065552,46.44664001464844,0.27762654423713684,1.1360764756491253,1466.2386741799653,,6000,
1109,1.1089999999999887,0.001,1109,2.042086362838745,0.002322379493713379,2.0444087423324584,46.44758987426758,0.27771487832069397,1.1359824737992026,1466.8265649833422,,6000,
1110,1.1099999999999886,0.001,1110,2.041808605194092,0.0023224279403686525,2.0441310331344607,46.44855880737305,0.2778034210205078,1.135888368962874,1467.4157880892308,,6000,
1111,1.1109999999999884,0.001,1111,2.0415308475494385,0.002322475814819336,2.043853323364258,46.44951629638672,0.2778717279434204,1.1357942418841882,1467.898239116555,,6000,
1112,1.1119999999999883,0.001,1112,2.041252851486206,0.0023225238800048827,2.043575375366211,46.450477600097656,0.27796927094459534,1.1357000117347031,1468.5353600728586,,6000,
1113,1.1129999999999882,0.001,1113,2.0409748554229736,0.0023225719451904297,2.043297427368164,46.451438903808594,0.2780224084854126,1.1356057592966193,1468.9379982941423,,6000,
1114,1.113999999999988,0.001,1114,2.040696859359741,0.002322620391845703,2.043019479751587,46.45240783691406,0.2781387269496918,1.135511484565913,1469.6745778279092,,6000,
1115,1.114999999999988,0.001,1115,2.040418863296509,0.0023226686477661133,2.0427415319442748,46.453372955322266,0.2782602608203888,1.1354171875385637,1470.4388688546492,,6000,
1116,1.115999999999988,0.001,1116,2.0401406288146973,0.0023227163314819338,2.0424633451461793,46.45432662963867,0.27836838364601135,1.1353227873096141,1471.1325453389184,,6000,
1117,1.1169999999999878,0.001,1117,2.0398623943328857,0.002322764778137207,2.042185159111023,46.45529556274414,0.2784476578235626,1.1352283647376986,1471.6738929681323,,6000,
1118,1.1179999999999877,0.001,1118,2.039583921432495,0.0023228132247924806,2.0419067346572874,46.45626449584961,0.27852097153663635,1.1351338388795364,1472.1839592671702,,6000,
1119,1.1189999999999876,0.001,1119,2.0393054485321045,0.0023228618621826173,2.041628310394287,46.457237243652344,0.27865129709243774,1.1350392906320195,1472.9955133303488,,6000,
1120,1.1199999999999875,0.001,1120,2.0390267372131348,0.0023229101181030274,2.041349647331238,46.45820236206055,0.2787705361843109,1.1349446390134954,1473.7487271271007,,6000,
1121,1.1209999999999873,0.001,1121,2.038748025894165,0.002322958755493164,2.041070984649658,46.45917510986328,0.27889055013656616,1.1348499649591601,1474.5061924371787,,6000,
1122,1.1219999999999872,0.001,1122,2.038469076156616,0.0023230073928833007,2.0407920835494995,46.460147857666016,0.27894091606140137,1.1347551874489432,1474.8956558030377,,6000,
1123,1.1229999999999871,0.001,1123,2.0381903648376465,0.002323055648803711,2.0405134204864503,46.46111297607422,0.2790868282318115,1.1346604684916277,1475.790349528005,,6000,
1124,1.123999999999987,0.001,1124,2.0379111766815186,0.0023231048583984377,2.040234281539917,46.46209716796875,0.27920663356781006,1.134565564977444,1476.547370305713,,6000,
1125,1.124999999999987,0.001,1125,2.0376322269439697,0.002323153114318848,2.0399553800582884,46.46306228637695,0.2792893350124359,1.1344707200080362,1477.1082060740582,,6000,
1126,1.1259999999999868,0.001,1126,2.0373528003692627,0.0023232017517089846,2.039676002120972,46.46403503417969,0.2794143557548523,1.1343756903582405,1477.8932136668695,,6000,
1127,1.1269999999999867,0.001,1127,2.0370731353759766,0.0023232505798339844,2.0393963859558104,46.46501159667969,0.2794927656650543,1.1342805570206471,1478.431930804753,,6000,
1128,1.1279999999999866,0.001,1128,2.0367939472198486,0.002323299217224121,2.0391172464370726,46.46598434448242,0.2796091139316559,1.1341855633278395,1479.1712554226935,,6000,
1129,1.1289999999999865,0.001,1129,2.0365142822265625,0.0023233482360839846,2.0388376304626465,46.46696472167969,0.27972841262817383,1.134090384788307,1479.9265546037875,,6000,
1130,1.1299999999999863,0.001,1130,2.0362346172332764,0.0023233972549438478,2.03855801448822,46.46794509887695,0.27985280752182007,1.1339951836223845,1480.7089742367539,,6000,
1131,1.1309999999999862,0.001,1131,2.035954713821411,0.0023234460830688477,2.03827815990448,46.46892166137695,0.27998650074005127,1.133899878636616,1481.540862726096,,6000,
1132,1.1319999999999861,0.001,1132,2.035674810409546,0.002323494911193848,2.03799830532074,46.46989822387695,0.2801046669483185,1.1338045509776578,1482.2907530585742,,6000,
1133,1.132999999999986,0.001,1133,2.0353944301605225,0.002323544502258301,2.037717974662781,46.470890045166016,0.28023332357406616,1.1337090381853667,1483.0965307780145,,6000,
1134,1.133999999999986,0.001,1134,2.0351145267486572,0.0023235933303833007,2.0374381200790403,46.471866607666016,0.28035321831703186,1.133613665129076,1483.8558863972949,,6000,
1135,1.1349999999999858,0.001,1135,2.034834146499634,0.0023236423492431642,2.037157788848877,46.47284698486328,0.28040918707847595,1.1335181068538802,1484.277235888688,,6000,
1136,1.1359999999999857,0.001,1136,2.0345537662506104,0.002323691749572754,2.036877458000183,46.47383499145508,0.2805539071559906,1.1334225258116941,1485.1685091845525,,6000,
1137,1.1369999999999856,0.001,1137,2.034273147583008,0.0023237409591674806,2.0365968885421752,46.47481918334961,0.2806212604045868,1.1333268406929438,1485.6504778427807,,6000,
1138,1.1379999999999855,0.001,1138,2.0339925289154053,0.0023237903594970706,2.0363163192749023,46.475807189941406,0.2807479798793793,1.1332311327602018,1486.4468779404094,,6000,
1139,1.1389999999999854,0.001,1139,2.0337119102478027,0.0023238399505615234,2.0360357501983644,46.47679901123047,0.28083768486976624,1.1331354020093345,1487.0474492550684,,6000,
1140,1.1399999999999852,0.001,1140,2.033431053161621,0.0023238891601562502,2.0357549423217773,46.477783203125,0.2809167504310608,1.1330395670725744,1487.5919178543602,,6000,
1141,1.1409999999999851,0.001,1141,2.0331501960754395,0.00232393856048584,2.0354741346359253,46.4787712097168,0.2810375690460205,1.1329437092706127,1488.3576301965718,,6000,
1142,1.141999999999985,0.001,1142,2.0328691005706787,0.00232398796081543,2.035193088531494,46.479759216308594,0.28110334277153015,1.1328477471968286,1488.8320701547339,,6000,
1143,1.142999999999985,0.001,1143,2.032588243484497,0.0023240379333496096,2.0349122814178466,46.48075866699219,0.2812081575393677,1.1327518436326103,1489.513307544382,,6000,
1144,1.1439999999999848,0.001,1144,2.0323069095611572,0.002324087142944336,2.0346309967041014,46.48174285888672,0.28130391240119934,1.1326557543080686,1490.1469117934032,,6000,
1145,1.1449999999999847,0.001,1145,2.0320258140563965,0.0023241371154785156,2.034349951171875,46.48274230957031,0.2814100384712219,1.1325597234847833,1490.8354904517466,,6000,
1146,1.1459999999999846,0.001,1146,2.0317442417144775,0.0023241870880126953,2.0340684288024904,46.483741760253906,0.28149721026420593,1.1324635067761601,1491.4240074661193,,6000,
1147,1.1469999999999845,0.001,1147,2.0314629077911377,0.0023242364883422854,2.03378714427948,46.4847297668457,0.2815845012664795,1.1323673485604624,1492.0131790683351,,6000,
1148,1.1479999999999844,0.001,1148,2.0311813354492188,0.002324286270141602,2.0335056217193603,46.48572540283203,0.2816329598426819,1.1322710858534921,1492.3968121841974,,6000,
1149,1.1489999999999843,0.001,1149,2.0308995246887207,0.002324336433410645,2.0332238611221314,46.48672866821289,0.28171512484550476,1.132174718592614,1492.9592767927184,,6000,
1150,1.1499999999999841,0.001,1150,2.0306179523468018,0.0023243858337402344,2.032942338180542,46.48771667480469,0.2818160951137543,1.132078409831622,1493.6214276306346,,6000,
1151,1.150999999999984,0.001,1151,2.030336380004883,0.0023244361877441406,2.032660816192627,46.48872375488281,0.28196001052856445,1.1319820780470986,1494.5113495878134,,6000,
1152,1.151999999999984,0.001,1152,2.0300540924072266,0.0023244861602783203,2.032378578567505,46.489723205566406,0.2820484936237335,1.1318854784431078,1495.1079362464504,,6000,
1153,1.1529999999999838,0.001,1153,2.0297720432281494,0.002324535942077637,2.032096579170227,46.490718841552734,0.28211912512779236,1.1317889373068888,1495.6099100903018,,6000,
1154,1.1539999999999837,0.001,1154,2.0294902324676514,0.0023245861053466797,2.031814818572998,46.491722106933594,0.28220799565315247,1.1316924546928548,1496.2085917401191,,6000,
1155,1.1549999999999836,0.001,1155,2.029207944869995,0.002324636459350586,2.031532581329346,46.49272918701172,0.28227126598358154,1.131595785687768,1496.6718834783624,,6000,
1156,1.1559999999999835,0.001,1156,2.028925895690918,0.0023246862411499024,2.031250581932068,46.49372482299805,0.28235772252082825,1.1314991751964745,1497.258126441671,,6000,
1157,1.1569999999999834,0.001,1157,2.0286433696746826,0.002324736785888672,2.030968106460571,46.49473571777344,0.2824352979660034,1.131402378188402,1497.7976186592675,,6000,
1158,1.1579999999999833,0.001,1158,2.0283610820770264,0.002324786949157715,2.030685869026184,46.4957389831543,0.28252479434013367,1.13130563968571,1498.4003496276516,,6000,
1159,1.1589999999999832,0.001,1159,2.028078556060791,0.0023248373031616214,2.0304033933639527,46.49674606323242,0.28261813521385193,1.1312087962745518,1499.0237141610344,,6000,
1160,1.159999999999983,0.001,1160,2.0277957916259766,0.002324887847900391,2.030120679473877,46.49775695800781,0.28271719813346863,1.1311118478919373,1499.6776772891437,,6000,
1161,1.160999999999983,0.001,1161,2.027513265609741,0.0023249383926391603,2.0298382040023806,46.4987678527832,0.2828029692173004,1.1310149580216449,1500.2611621263186,,6000,
1162,1.1619999999999828,0.001,1162,2.0272305011749268,0.0023249889373779297,2.0295554901123047,46.499778747558594,0.28286606073379517,1.1309179631322421,1500.7245615783997,,6000,
1163,1.1629999999999827,0.001,1163,2.026947498321533,0.0023250391006469726,2.0292725374221803,46.50078201293945,0.2829892039299011,1.130820863160648,1501.5068070407476,,6000,
1164,1.1639999999999826,0.001,1164,2.0266644954681396,0.0023250898361206057,2.0289895853042603,46.50179672241211,0.28311118483543396,1.1307237398760188,1502.2830503221403,,6000,
1165,1.1649999999999825,0.001,1165,2.026381492614746,0.0023251407623291016,2.0287066333770754,46.50281524658203,0.28319883346557617,1.1306265932741177,1502.8772637240559,,6000,
1166,1.1659999999999824,0.001,1166,2.0260982513427734,0.002325191688537598,2.028423443031311,46.50383377075195,0.28328612446784973,1.1305293414791018,1503.4698211223015,,6000,
1167,1.1669999999999823,0.001,1167,2.025815010070801,0.002325242042541504,2.0281402521133423,46.50484085083008,0.28337788581848145,1.1304320663190173,1504.0862388550283,,6000,
1168,1.1679999999999822,0.001,1168,2.025531768798828,0.0023252931594848632,2.027857061958313,46.505863189697266,0.28347840905189514,1.130334767789616,1504.7493032860032,,6000,
1169,1.168999999999982,0.001,1169,2.0252482891082764,0.002325343704223633,2.0275736328125,46.506874084472656,0.2835584282875061,1.1302373639560104,1505.303774217868,,6000,
1170,1.169999999999982,0.001,1170,2.0249648094177246,0.0023253944396972657,2.027290203857422,46.50788879394531,0.2836500406265259,1.1301399367052165,1505.9199206080934,,6000,
1171,1.1709999999999818,0.001,1171,2.0246810913085938,0.0023254457473754885,2.027006537055969,46.508914947509766,0.28380027413368225,1.130042404062922,1506.8475649054312,,6000,
1172,1.1719999999999817,0.001,1172,2.024397373199463,0.002325496482849121,2.026722869682312,46.50992965698242,0.28389647603034973,1.1299448479554992,1507.4884931456254,,6000,
